Region,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cuba,20.813546,20.234647,21.702838,23.557074,24.184624,25.137717,27.472378,29.714283,29.685228,30.492048,30.381753,30.518624,33.202575,34.643657,32.178767,32.761965,34.603885,36.520609,37.747625,34.116558,26.562558,21.231716,19.635145,21.148496,22.448802,24.405487,26.397965,26.051732,26.900297,27.343782,26.465535,25.240962,24.50273,24.223932,25.051431,25.442477,26.31291,25.468898,26.296927,29.508746,27.812486,28.089417,26.648096,26.210606,26.844686,27.812072,25.053862,24.377046,..
Curaçao,14.514366,14.112515,15.607217,14.122548,10.195285,10.847666,10.981704,9.270318,9.180926,8.676232,8.040503,7.294269,6.827286,6.689144,4.497631,4.295493,3.963707,3.457732,2.955082,2.664753,2.764218,2.860177,2.324581,2.627618,2.633531,2.660956,5.261618,5.43361,5.400826,5.620901,5.657879,5.412247,5.428458,5.669472,5.977663,5.883453,6.392661,6.327339,5.930754,4.378255,5.626436,5.090717,4.645371,5.217532,5.271328,4.510083,3.487808,2.782642,..
Dominican Republic,3.485648,4.572649,4.636073,4.998163,5.213329,5.347045,5.677994,5.829988,6.150973,6.329212,6.000195,5.794147,6.754477,7.079087,6.234306,7.069608,8.082915,8.133109,8.668528,7.403191,7.697152,9.032718,8.973932,10.590285,11.221463,12.025153,13.717811,15.806193,16.812945,17.595221,17.8108,19.588636,17.503658,16.154859,17.522139,18.786072,18.937533,18.866365,18.105931,19.024732,19.309773,20.035774,19.596175,19.456968,21.523282,22.540723,21.469379,23.201591,..
Ecuador,3.494978,3.521572,3.967888,5.235338,5.935604,6.862997,8.096243,9.238904,9.699261,10.407166,11.801047,11.823018,11.093483,11.188183,11.665556,11.915399,11.624474,12.291645,12.022618,13.321492,13.914198,14.826013,14.044413,14.908078,16.691131,19.21079,20.43657,20.406811,17.882238,18.30738,20.320487,20.465614,20.749742,22.063981,23.831727,25.623491,25.993721,26.47144,29.172385,31.579853,32.059407,33.295513,35.664658,37.395792,37.180709,35.535011,34.381679,36.23505,..
El Salvador,1.304512,1.532042,1.688563,1.698276,1.929707,1.952711,2.015519,2.025096,1.937294,1.596099,1.50046,1.484781,1.48992,1.5179,1.640679,1.621674,2.000047,2.088096,2.037808,2.106603,2.773216,3.173513,3.553101,4.094348,4.579742,3.983752,4.882832,5.211224,5.166091,5.178171,5.371915,5.379672,5.930401,6.153492,6.371941,6.701966,7.107757,6.393374,6.197739,6.032021,6.262934,6.235357,5.98952,6.20452,6.613808,6.78388,5.995966,6.422673,..
Guatemala,2.26419,2.49315,2.630933,2.714006,3.015686,2.897052,3.342738,3.75494,4.21527,4.213934,3.635699,3.189331,2.746414,3.094064,3.183813,2.319766,2.719942,2.905737,3.037567,3.206929,3.410717,4.225832,4.627181,4.917245,5.85899,5.719038,6.002673,7.645175,7.516597,8.582302,8.968217,9.628764,9.709347,9.844591,10.536922,10.539162,11.404889,10.247264,11.259368,10.346499,10.625581,11.029402,11.853771,12.590141,14.984698,16.100708,15.150086,16.855849,..
Haiti,0.378568,0.355967,0.365385,0.408776,0.412844,0.569452,0.595034,0.645046,0.651935,0.62034,0.521503,0.668709,0.749612,0.779134,0.796137,0.740572,0.812901,0.886395,0.934805,0.934148,0.893794,0.814937,0.651536,0.189015,0.902323,1.058212,1.274188,1.30995,1.381721,1.473308,1.514221,1.705446,1.689309,1.542671,1.581574,1.600898,1.92908,1.910092,1.872782,2.340163,2.677973,2.386207,2.611995,2.943579,3.202916,3.28704,3.248729,3.212247,..
Honduras,1.123192,1.158467,1.266173,1.249289,1.327971,1.421382,1.578267,1.584455,1.684669,1.695725,1.611652,1.595442,1.762725,1.864606,1.671582,1.70131,1.900198,2.095412,2.318728,2.177192,2.163136,2.463117,2.601679,2.999878,3.575392,3.520901,3.620726,4.324058,4.360525,4.487715,5.290766,5.620189,6.24616,7.035836,6.459433,7.355099,7.892919,7.939095,7.436062,7.57499,8.146499,8.472749,8.679065,8.802888,9.207266,8.742391,8.344868,9.114703,..
Jamaica,7.669716,7.627309,8.172027,8.068342,7.087567,6.329946,6.959163,7.135733,6.86022,6.672568,6.613605,5.585654,5.630447,5.248246,4.682808,4.461181,4.619027,4.831638,6.228706,7.24573,7.213088,7.907485,8.098002,8.155319,8.417,8.773247,8.960265,9.461793,9.738746,9.79041,9.817042,9.971391,10.281151,10.256827,10.281648,11.745439,11.752897,9.318431,7.493524,7.149425,7.271202,6.775178,7.22068,6.990581,6.873746,7.353404,6.834821,8.192019,..
Nicaragua,1.489616,1.526743,1.6687,1.837817,1.852741,2.12521,2.611266,2.356863,1.566612,1.797992,1.880149,1.867058,1.959579,1.790694,1.802587,2.131563,2.216532,1.922373,1.568553,1.83922,1.816071,2.116121,2.089146,2.392728,2.513712,2.66239,2.85883,3.358084,3.392318,3.542102,3.708131,3.832414,4.164388,4.282777,4.087383,4.295448,4.453252,4.252752,4.184998,4.27726,4.492743,4.445077,4.236046,4.487221,4.999815,5.108276,5.129923,4.940499,..
Panama,2.486548,2.660544,2.917585,2.978268,3.096657,3.092588,3.070677,2.902162,3.059528,2.91099,2.522492,2.961885,3.394105,2.813344,2.666133,2.749261,3.053915,2.390267,2.495059,2.56342,2.995382,3.527763,3.549679,3.772839,4.091661,4.129179,4.337951,5.401175,4.68859,4.87777,5.869649,5.095914,5.154759,5.178421,6.685344,7.063445,7.056916,6.565418,8.034771,8.601078,9.300784,9.560822,9.686018,10.431837,9.846218,9.915826,9.394664,9.282635,..
Paraguay,0.571145,0.630896,0.703103,0.666169,0.703543,0.779567,1.117867,1.401695,1.346566,1.347049,1.308657,1.311697,1.249112,1.395992,1.422914,1.467409,1.611565,1.844501,1.830604,1.929829,1.884365,2.254322,2.6075,3.070872,3.489665,3.44839,3.833791,4.019593,4.026969,3.281664,3.414675,3.589508,3.712996,3.763342,3.472665,3.604743,3.736907,3.951832,4.100728,4.791954,5.016166,4.887249,5.082017,5.371928,6.017664,6.803062,7.654689,8.066097,..
Peru,15.390068,15.402703,16.252576,17.490844,18.240381,18.513808,18.18615,18.361593,19.198236,20.402545,21.248448,21.068801,17.775324,18.601187,18.051923,19.331321,20.901602,21.265196,19.307941,19.151453,18.540999,19.360974,20.031106,20.549576,23.310638,25.680164,25.412637,24.421357,26.85635,26.402615,24.337209,25.525392,24.875713,28.768292,28.632888,28.03185,30.924403,35.209581,37.747353,41.544007,44.92097,44.093037,45.182415,48.110807,49.530283,52.186698,49.754701,50.045169,..
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.453535,1.491701,1.087072,1.205748,1.364969,1.659558,1.501846,1.384335,1.429193,1.427307,1.727123,1.923674,2.39714,2.238544,2.592445,2.696484,2.252624,2.076234,2.024317,..
Trinidad and Tobago,5.368951,5.472722,5.667528,5.194405,4.57518,5.183822,5.939647,5.878389,5.917776,6.370101,7.205662,7.02123,6.636807,6.753663,6.654053,6.827376,7.17804,7.722959,7.594772,7.90116,7.809563,8.168049,7.870406,8.062188,8.163496,8.497382,9.111626,9.478864,9.479932,9.717752,11.144181,12.258499,14.997255,15.654797,17.033542,19.399449,19.796836,19.284191,18.483405,20.994652,21.555389,20.662016,21.324907,21.214119,20.569489,17.675667,17.623719,17.188522,..
Uruguay,4.978842,5.423262,5.057218,4.862862,5.167543,5.261873,5.17236,5.295726,5.757752,5.171916,4.911358,4.586626,3.666553,3.280467,3.082236,3.026279,3.408791,4.42785,4.793226,3.622538,4.145735,4.542817,4.264542,3.94741,4.417567,5.142146,5.207063,5.385496,6.428901,5.14437,4.49562,4.091246,4.029615,5.193153,5.151981,6.070148,5.597381,7.499444,7.248596,5.954536,7.226083,8.177091,7.024711,6.173125,6.301466,6.232524,5.781555,6.223884,..
Venezuela,45.912843,47.404034,55.039786,56.264607,56.070364,59.47076,61.603139,67.006458,76.362663,83.370083,84.542933,85.40718,84.912646,85.039963,85.139411,84.895519,83.990595,84.910738,91.603222,93.587092,92.35801,94.550942,100.207953,100.803445,106.098113,114.098435,118.811648,119.70028,116.003455,121.227496,126.536329,133.535045,128.351777,132.929716,140.442342,138.620939,134.574509,142.343616,143.727486,155.570806,149.845932,161.181248,158.04971,155.765304,140.826838,129.08378,123.354984,112.588512,..
Other Non-OECD Americas,8.186185,9.484772,10.402494,8.575003,10.868678,9.589035,10.612284,11.011304,10.337614,10.263183,10.657118,9.612718,8.603936,9.308795,9.236559,9.907606,11.10602,11.522045,12.0274,12.419919,12.70742,12.349361,12.493944,12.799442,13.384143,13.456891,13.624184,14.128915,14.421164,14.087344,14.908768,14.421437,14.92215,15.280776,14.719585,14.688888,15.573785,15.53848,15.967818,16.91259,12.059602,14.891201,15.908934,15.447685,15.192203,15.803318,15.006789,14.573986,..
Non-OECD Americas,338.759377,353.646776,389.420968,404.070919,407.300914,432.141891,451.205796,473.965622,498.953099,504.873017,493.663373,491.032607,485.111083,487.438374,483.88868,511.831595,531.359057,544.652569,554.436104,547.782304,555.848925,569.223792,586.828972,605.479005,643.099149,688.067754,727.767049,751.293108,753.188166,774.667396,784.605239,784.541604,786.038866,829.575436,850.507779,871.676759,901.521368,934.422841,909.369034,992.718929,1024.430416,1075.059978,1118.527911,1145.534258,1120.481079,1078.310947,1059.331655,1034.50016,..
Bahrain,2.89375,3.301257,4.267854,5.049697,5.229829,5.684432,6.297152,6.677345,7.137318,7.239605,7.76238,8.140446,8.467067,8.662289,9.099749,9.775501,9.618885,10.124097,10.266868,10.67977,10.285376,12.17994,12.97847,13.282185,13.457588,14.093192,14.349014,15.419684,15.394167,15.843119,16.353671,17.19747,17.90741,17.789201,20.564912,22.35459,22.866845,24.615976,24.478322,25.551566,25.5737,26.100963,28.292683,29.695139,30.072802,29.638922,29.813834,30.188495,..
Islamic Rep. of Iran,38.90385,43.018533,51.987425,58.70695,68.032544,77.827619,87.472493,86.548198,95.753766,88.499924,90.517705,102.307231,122.994057,133.200507,145.047521,134.59878,143.967531,147.478527,162.747139,171.245614,191.270402,206.421681,208.881739,238.343622,244.569989,251.257752,263.606035,266.084309,298.55502,312.265373,327.350672,343.057362,357.393759,385.876048,417.780642,449.259945,480.064819,487.344413,504.28744,498.60787,507.801752,514.469019,538.250929,559.171459,555.800994,556.95523,569.9764,579.554643,..
Iraq,10.317717,11.495864,11.807706,12.827445,15.538682,19.28221,20.178715,22.717821,26.533044,26.233201,25.257805,27.165118,31.392922,33.788173,37.97435,42.46069,44.010257,49.327634,54.456713,52.412387,43.382301,66.405681,87.844062,98.808003,95.14489,97.47167,114.188746,79.193675,60.907129,70.503445,80.279409,75.127374,69.585234,72.87342,73.175677,68.981641,62.715441,72.787954,92.306772,103.576749,110.423394,126.55095,135.718179,140.885462,130.762392,138.409591,139.455123,153.305259,..
Jordan,1.351478,1.502173,1.721909,1.829317,2.151025,2.641021,2.798023,3.364461,3.464197,4.311927,5.259262,5.988904,6.531471,7.079123,7.474582,8.238996,8.68386,8.411899,8.510955,9.174481,9.216634,10.636273,10.769786,11.374282,12.194147,12.467323,13.086609,13.574961,13.583796,15.247143,15.048858,15.552488,16.031807,17.18991,18.45899,18.766975,19.549339,18.443026,19.271018,18.787764,19.759767,22.711286,22.340651,24.016096,23.737087,23.147952,24.386806,22.985046,..
Kuwait,14.027985,15.445086,16.246104,15.699757,15.079403,16.438765,18.067626,19.949201,25.5547,26.341316,26.66773,30.136316,32.2269,32.860605,36.497433,39.946071,42.879842,52.046532,60.541232,27.565518,7.536999,21.866099,28.130162,32.410674,32.090246,31.21679,32.333398,38.429465,42.242544,45.77883,49.652745,51.546102,52.932666,56.751849,64.750023,67.309013,67.504013,71.594638,73.934571,77.145631,79.979896,82.318413,83.831388,81.872904,86.173105,88.08019,88.047602,87.789082,..
Lebanon,4.581587,4.984535,6.387461,6.488247,5.709367,5.247473,4.612881,5.803474,6.29975,6.652979,6.333573,4.678657,5.194783,5.456357,6.61405,7.061642,7.231645,5.473164,5.514276,5.514276,6.948884,6.897845,10.13527,11.11941,12.829853,13.341125,15.281784,14.921432,15.700992,14.041815,15.202855,15.16019,15.109906,15.264328,14.529898,14.221728,12.779924,16.330738,19.360746,18.2933,18.597083,21.08113,20.705495,22.538012,24.61915,25.46051,26.924525,25.362477,..
Oman,0.256418,0.262776,0.290807,0.448978,0.72224,1.117322,1.310465,1.545424,1.889158,2.248345,2.507352,2.943549,3.894997,4.982019,5.636288,6.23097,6.309489,6.627584,6.846781,10.162419,14.104387,13.356609,12.581988,12.505456,14.691666,14.93329,14.987858,15.278254,17.488387,20.419105,23.015884,24.672962,25.285976,25.111495,25.181794,33.729774,37.159501,36.19049,38.720352,42.555727,48.96603,54.577027,56.749329,59.92974,63.904076,64.757093,65.117424,68.772948,..
Qatar,2.240474,2.469786,3.456428,2.998563,4.927527,3.47853,4.047407,3.831656,6.210288,6.982121,8.478926,9.21632,9.559386,10.655332,10.685735,11.397005,11.634748,12.044357,12.829697,12.431991,13.731547,14.453934,15.269861,16.055832,16.831699,17.632731,19.179641,20.426688,22.554592,21.257766,22.477361,26.559287,27.85915,30.866828,33.211677,38.463634,43.99655,46.921888,48.040842,55.503424,62.905,70.005115,71.322307,76.940444,79.9187,81.886953,84.336849,86.994686,..
Saudi Arabia,12.678676,14.409906,17.566038,20.205112,22.518895,25.906123,34.43907,52.850383,73.640004,99.437037,112.982914,125.405467,134.862509,117.292676,117.802204,118.481562,130.196758,138.383257,138.045279,151.113969,157.30643,170.657295,180.822518,193.006547,191.6531,203.527024,205.71737,220.203405,226.146605,234.61663,238.287581,255.31861,266.341912,282.109078,297.111649,315.8475,332.962674,363.868715,379.446967,418.241795,434.342301,463.380752,471.162355,506.944334,531.393717,527.78816,516.62305,491.656375,..
Syrian Arab Republic ,5.43466,5.143147,4.930734,6.984725,8.260522,9.28906,10.06045,10.151429,13.339385,12.328176,13.869464,16.593166,19.561478,22.043922,19.536172,20.97891,23.803495,24.442722,23.830166,27.22996,29.78813,28.290407,28.270612,29.402617,31.132913,34.245485,34.522842,37.530355,36.569237,37.02849,38.9067,39.815105,40.035773,42.492212,53.466192,56.694149,59.993537,61.87622,57.02075,57.270529,53.7153,43.74374,28.589089,25.307405,23.74144,24.855623,26.773359,25.769157,..
United Arab Emirates,2.46316,2.585426,3.233522,3.371135,4.919173,6.371012,10.603244,12.250029,14.498958,19.221274,23.326969,25.561949,24.689929,31.868972,35.6335,40.014424,44.212125,45.435724,51.945915,51.851216,59.134993,56.541409,59.58993,65.557383,69.603771,72.70373,76.585357,78.337826,80.619403,79.823506,92.68979,94.649985,98.868392,105.082076,111.205379,115.116794,124.255251,146.556021,148.543136,154.613909,158.148364,168.516514,176.773001,176.389804,186.575572,192.070738,200.601979,192.544981,..
Yemen,1.202551,1.454611,1.861904,1.843756,1.752491,2.178356,2.194749,2.43593,2.635676,3.477099,3.497697,3.995751,4.426258,4.525293,4.857042,5.140599,5.645353,6.087412,6.338936,6.296831,8.146404,8.801143,7.796089,8.156052,9.436415,9.670132,10.359396,11.262898,12.599914,13.348566,14.517273,14.56285,16.84238,17.846268,18.836222,18.893315,20.003286,21.254518,23.468288,22.388934,19.804942,18.118959,24.651604,24.203249,11.783504,9.579366,8.672161,8.008745,..
Middle East,96.352306,106.0731,123.757892,136.453682,154.841698,175.461923,202.082275,228.125351,276.956244,302.973004,326.461777,362.132874,403.801757,412.415268,436.858626,444.32515,478.193988,505.882909,541.873957,535.678432,550.852487,616.508316,663.070487,730.022063,743.636277,772.560244,814.19805,810.662952,842.361786,880.173788,933.782799,973.219785,1004.194365,1069.252713,1148.273055,1219.639058,1283.85118,1367.784597,1428.879204,1492.537198,1540.017529,1611.573868,1658.38701,1727.894048,1748.482539,1762.630328,1780.729112,1772.931894,..
IEA/Accession/Association,10588.50824,11083.73342,11684.92926,11527.89234,11395.92327,12044.62923,12438.38881,12712.10523,13029.85315,12694.18241,12452.19571,12191.25621,12200.59984,12706.96236,12855.88644,13007.12178,13434.76499,13931.30745,14213.92209,14296.62324,14516.32538,14678.84185,15040.53968,15392.72876,15957.52995,16392.6377,16795.82369,16927.92389,16962.2962,17513.79203,17778.7412,17985.03697,18836.72838,19778.88526,20532.68036,21111.64514,21953.79968,21962.34416,21790.61395,23176.38018,23829.11415,24099.87804,24598.85579,24524.82813,24406.84444,24287.66644,24631.5227,25123.11184,..
European Union - 28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4024.210548,4000.517254,3868.676433,3796.646914,3771.051098,3812.194145,3932.631722,3840.254394,3832.964657,3771.614279,3786.308505,3859.497434,3839.224572,3942.86098,3944.016675,3922.174257,3928.675372,3872.801388,3788.444391,3508.660099,3612.730265,3478.527798,3445.865482,3361.136615,3175.078148,3220.51022,3206.089797,3214.046765,3150.883369,..
G7,7692.319357,8023.871363,8453.480931,8220.485028,7872.430974,8298.921567,8472.173003,8518.96256,8686.171237,8317.956518,8106.711265,7773.682331,7719.23577,7982.022732,8016.073436,7980.037729,8158.683682,8456.793369,8558.716283,8490.611535,8471.26752,8500.370044,8561.005474,8670.125772,8758.236038,9005.528843,9215.697746,9261.33655,9289.729189,9499.175553,9489.749746,9363.259114,9496.550172,9556.658892,9570.40569,9433.47496,9526.324249,9243.435067,8609.28025,8977.600278,8734.012919,8568.935348,8697.151867,8540.527821,8390.738597,8264.395597,8149.965884,8236.186422,7999.700815
G8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10654.14461,10607.71179,10459.71813,10360.80077,10266.51607,10306.48822,10527.18685,10630.48951,10667.9247,10732.71104,10973.56984,10964.41972,10829.11015,10990.44592,11044.86038,11052.30283,10971.17762,11060.0495,10797.2734,10049.96135,10506.82845,10338.75582,10176.88509,10265.68503,10092.13295,9925.19683,9774.953195,9686.73676,9823.210876,..
G20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16787.65979,16932.51464,16897.94758,17089.45889,17218.0587,17719.50327,18127.26677,18402.15188,18552.88545,18599.53046,19190.2855,19451.02313,19646.94309,20551.64381,21484.14726,22243.47944,22906.29036,23758.7792,23804.86334,23518.53317,25004.33685,25765.47066,26038.0608,26480.87529,26434.24237,26316.50582,26165.73427,26520.747,27034.72277,..
Africa,249.211429,264.003444,285.751815,299.684357,324.60933,352.6343,362.886849,352.959266,369.835677,398.064937,421.856769,431.160411,437.382426,453.268299,465.689899,470.812858,499.458799,510.172453,522.288055,530.713304,536.297338,545.405663,554.168007,554.710339,579.231328,601.390116,634.179979,650.837939,651.050173,663.384842,726.375132,752.646388,787.452813,837.8246,868.545455,886.05513,921.369567,978.830465,968.554585,1025.293688,1024.566306,1085.91443,1125.368928,1172.915433,1166.282683,1174.696077,1204.027935,1244.886909,..
Americas,5082.810342,5366.632467,5593.802793,5477.390259,5291.915809,5601.278727,5807.407435,5837.829561,5921.031463,5748.93364,5671.198527,5446.533806,5401.492929,5619.444325,5652.86713,5635.735085,5830.979863,6086.479974,6193.29698,6046.514943,6028.759891,6130.73447,6269.730943,6401.782774,6483.953792,6719.065773,7062.722125,7166.396755,7189.312629,7416.357063,7390.209596,7260.008281,7366.269506,7493.928941,7559.477042,7486.221491,7644.801473,7487.887698,7031.970448,7380.108412,7223.039757,7051.998167,7235.519466,7253.993263,7121.888556,6990.14636,6905.842323,7055.02605,..
Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5847.822621,6086.063508,6290.102746,6591.291079,6865.553202,7323.376249,7432.185063,7624.810232,7666.965318,7779.944444,8176.287272,8431.08943,8847.451383,9565.22733,10488.11518,11330.14569,12115.31735,12965.59186,13342.58821,13888.58709,14987.9379,16056.36704,16599.16839,17072.10592,17243.24327,17314.58608,17422.6213,17872.24746,18329.78366,..
Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7173.245141,7062.570778,6644.912428,6317.738409,5978.108704,5953.177762,6005.532044,5795.531301,5764.050128,5717.676987,5757.90083,5839.42358,5815.665409,5982.178741,5962.854106,5919.17763,5995.825515,5940.575431,5869.747765,5422.782044,5644.032029,5597.599613,5555.655389,5423.560997,5175.101272,5159.758975,5135.106096,5143.170818,5142.165185,..
Oceania,161.117464,168.055674,179.319822,196.726679,201.114755,204.946731,219.962168,213.579927,218.715738,228.352741,229.507936,236.555543,225.147594,232.301442,244.574857,244.659854,256.608437,266.743386,279.968431,286.889289,288.536561,294.447323,298.071859,304.635093,315.093241,326.795493,336.42115,357.020971,363.543465,372.201824,381.420359,389.087345,391.033387,404.574424,409.847696,415.303356,424.385042,428.57119,431.66327,425.604036,423.342449,424.795528,419.039134,411.146045,418.596847,427.015369,431.316342,429.791862,..
